10.1177/1545968308331142	Department of Neurology and Stroke Centre, the First Affiliated Hospital, Sun Yat-Sen University, People’s Republic of China,	[{"start": 24, "end": 27, "valid": false, "qid": "Q5456"}, {"start": 24, "end": 27, "valid": false, "qid": "Q11184652"}, {"start": 24, "end": 27, "valid": false, "qid": "Q4754160"}, {"start": 24, "end": 27, "valid": false, "qid": "Q570479"}, {"start": 24, "end": 27, "valid": false, "qid": "Q20982187"}, {"start": 35, "end": 41, "valid": false, "qid": "Q739951"}, {"start": 35, "end": 41, "valid": false, "qid": "Q13947"}, {"start": 35, "end": 41, "valid": false, "qid": "Q429685"}, {"start": 35, "end": 41, "valid": false, "qid": "Q693439"}, {"start": 35, "end": 41, "valid": false, "qid": "Q515655"}, {"start": 43, "end": 52, "valid": false, "qid": "Q18689797"}, {"start": 64, "end": 72, "valid": false, "qid": "Q1751692"}, {"start": 64, "end": 72, "valid": false, "qid": "Q1630424"}, {"start": 64, "end": 72, "valid": false, "qid": "Q44481264"}, {"start": 64, "end": 72, "valid": false, "qid": "Q8779004"}, {"start": 64, "end": 72, "valid": false, "qid": "Q5908309"}, {"start": 74, "end": 96, "valid": true, "qid": "Q178972"}, {"start": 98, "end": 124, "valid": true, "qid": "Q148"}, {"start": 98, "end": 124, "valid": false, "qid": "Q10956965"}]
10.1086/ahr/99.2.561-a	Emory University	[{"start": 0, "end": 16, "valid": true, "qid": "Q621043"}]
10.1002/ppap.200930003	Laboratoire de Science et Génie des Surfaces, UMR CNRS 7570, Ecole des Mines de Nancy, Parc de Saurupt, CS 14234, 54 042 Nancy, France	[{"start": 15, "end": 22, "valid": false, "qid": "Q24207151"}, {"start": 26, "end": 31, "valid": false, "qid": "Q5513322"}, {"start": 26, "end": 31, "valid": false, "qid": "Q28451266"}, {"start": 32, "end": 35, "valid": false, "qid": "Q40416"}, {"start": 32, "end": 35, "valid": false, "qid": "Q273801"}, {"start": 32, "end": 35, "valid": false, "qid": "Q16898193"}, {"start": 32, "end": 35, "valid": false, "qid": "Q1656047"}, {"start": 32, "end": 35, "valid": false, "qid": "Q30258895"}, {"start": 46, "end": 49, "valid": false, "qid": "Q7895805"}, {"start": 46, "end": 49, "valid": false, "qid": "Q7274994"}, {"start": 50, "end": 54, "valid": true, "qid": "Q280413"}, {"start": 50, "end": 54, "valid": false, "qid": "Q30284428"}, {"start": 61, "end": 85, "valid": true, "qid": "Q3578249"}, {"start": 87, "end": 91, "valid": false, "qid": "Q750428"}, {"start": 87, "end": 91, "valid": false, "qid": "Q1166242"}, {"start": 87, "end": 91, "valid": false, "qid": "Q3095529"}, {"start": 87, "end": 91, "valid": false, "qid": "Q1356987"}, {"start": 87, "end": 91, "valid": false, "qid": "Q2016757"}, {"start": 95, "end": 102, "valid": false, "qid": "Q2409558"}, {"start": 104, "end": 106, "valid": false, "qid": "Q33946"}, {"start": 104, "end": 106, "valid": false, "qid": "Q4585"}, {"start": 104, "end": 106, "valid": false, "qid": "Q81931"}, {"start": 104, "end": 106, "valid": false, "qid": "Q692131"}, {"start": 104, "end": 106, "valid": false, "qid": "Q1393123"}, {"start": 121, "end": 126, "valid": true, "qid": "Q40898"}, {"start": 121, "end": 126, "valid": false, "qid": "Q701873"}, {"start": 121, "end": 126, "valid": false, "qid": "Q19523"}, {"start": 121, "end": 126, "valid": false, "qid": "Q14713840"}, {"start": 121, "end": 126, "valid": false, "qid": "Q6962508"}, {"start": 128, "end": 134, "valid": true, "qid": "Q142"}, {"start": 128, "end": 134, "valid": false, "qid": "Q70972"}, {"start": 128, "end": 134, "valid": false, "qid": "Q168466"}, {"start": 128, "end": 134, "valid": false, "qid": "Q5478259"}, {"start": 128, "end": 134, "valid": false, "qid": "Q2084927"}]
10.1039/b712885a	The L. M. Litvinenko Institute of Physical Organic and Coal Chemistry, Ukrainian Academy of Sciences, 83114, 70, R. Luxemburg, Donetsk, Ukraine	[{"start": 0, "end": 3, "valid": false, "qid": "Q280824"}, {"start": 0, "end": 3, "valid": false, "qid": "Q3312799"}, {"start": 0, "end": 3, "valid": false, "qid": "Q30936197"}, {"start": 0, "end": 3, "valid": false, "qid": "Q6143968"}, {"start": 0, "end": 3, "valid": false, "qid": "Q6143971"}, {"start": 4, "end": 5, "valid": false, "qid": "Q177567"}, {"start": 4, "end": 5, "valid": false, "qid": "Q2745129"}, {"start": 4, "end": 5, "valid": false, "qid": "Q277630"}, {"start": 4, "end": 5, "valid": false, "qid": "Q6093620"}, {"start": 4, "end": 5, "valid": false, "qid": "Q2426321"}, {"start": 7, "end": 8, "valid": false, "qid": "Q110843"}, {"start": 7, "end": 8, "valid": false, "qid": "Q466586"}, {"start": 7, "end": 8, "valid": false, "qid": "Q4387178"}, {"start": 7, "end": 8, "valid": false, "qid": "Q10573029"}, {"start": 7, "end": 8, "valid": false, "qid": "Q10851500"}, {"start": 21, "end": 30, "valid": false, "qid": "Q1082980"}, {"start": 21, "end": 30, "valid": false, "qid": "Q6039090"}, {"start": 21, "end": 30, "valid": false, "qid": "Q1192331"}, {"start": 21, "end": 30, "valid": false, "qid": "Q6039093"}, {"start": 21, "end": 30, "valid": false, "qid": "Q41557696"}, {"start": 51, "end": 54, "valid": false, "qid": "Q5456"}, {"start": 51, "end": 54, "valid": false, "qid": "Q11184652"}, {"start": 51, "end": 54, "valid": false, "qid": "Q4754160"}, {"start": 51, "end": 54, "valid": false, "qid": "Q570479"}, {"start": 51, "end": 54, "valid": false, "qid": "Q20982187"}, {"start": 55, "end": 59, "valid": false, "qid": "Q490727"}, {"start": 55, "end": 59, "valid": false, "qid": "Q25290377"}, {"start": 55, "end": 59, "valid": false, "qid": "Q24577849"}, {"start": 55, "end": 59, "valid": false, "qid": "Q5137681"}, {"start": 55, "end": 59, "valid": false, "qid": "Q5137760"}, {"start": 60, "end": 69, "valid": false, "qid": "Q482624"}, {"start": 81, "end": 100, "valid": false, "qid": "Q965731"}, {"start": 113, "end": 114, "valid": false, "qid": "Q18723"}, {"start": 113, "end": 114, "valid": false, "qid": "Q676222"}, {"start": 113, "end": 114, "valid": false, "qid": "Q3326234"}, {"start": 113, "end": 114, "valid": false, "qid": "Q30153646"}, {"start": 113, "end": 114, "valid": false, "qid": "Q6095896"}, {"start": 116, "end": 125, "valid": false, "qid": "Q32"}, {"start": 116, "end": 125, "valid": false, "qid": "Q1842"}, {"start": 116, "end": 125, "valid": false, "qid": "Q1126"}, {"start": 116, "end": 125, "valid": false, "qid": "Q2032"}, {"start": 116, "end": 125, "valid": false, "qid": "Q691741"}, {"start": 127, "end": 134, "valid": true, "qid": "Q43070"}, {"start": 127, "end": 134, "valid": false, "qid": "Q105433"}, {"start": 136, "end": 143, "valid": true, "qid": "Q212"}, {"start": 136, "end": 143, "valid": false, "qid": "Q17027339"}]
10.1111/j.1540-8183.2010.00530.x	University of Kansas Medical Center, Kansas City, KS	[{"start": 0, "end": 35, "valid": true, "qid": "Q33526980"}, {"start": 37, "end": 52, "valid": true, "qid": "Q486472"}]
10.1016/0260-6917(91)90005-U	Faculty of Nursing and Community Studies, University of Western Sydney, Hawkesbury, Richmond, New South Wales 2753, Australia	[{"start": 19, "end": 22, "valid": false, "qid": "Q5456"}, {"start": 19, "end": 22, "valid": false, "qid": "Q11184652"}, {"start": 19, "end": 22, "valid": false, "qid": "Q4754160"}, {"start": 19, "end": 22, "valid": false, "qid": "Q570479"}, {"start": 19, "end": 22, "valid": false, "qid": "Q20982187"}, {"start": 23, "end": 32, "valid": false, "qid": "Q5154612"}, {"start": 42, "end": 70, "valid": true, "qid": "Q1141452"}, {"start": 72, "end": 82, "valid": true, "qid": "Q1539297"}, {"start": 72, "end": 82, "valid": false, "qid": "Q2573770"}, {"start": 72, "end": 82, "valid": false, "qid": "Q9286800"}, {"start": 72, "end": 82, "valid": false, "qid": "Q5355500"}, {"start": 84, "end": 109, "valid": true, "qid": "Q1184885"}, {"start": 116, "end": 125, "valid": true, "qid": "Q408"}, {"start": 116, "end": 125, "valid": false, "qid": "Q3960"}, {"start": 116, "end": 125, "valid": false, "qid": "Q1031971"}, {"start": 116, "end": 125, "valid": false, "qid": "Q25907685"}]
10.1111/j.1600-0404.2006.00630.x	Inpatient Neurological Rehabilitation Unit, Bad Segeberg, Germany	[{"start": 38, "end": 42, "valid": false, "qid": "Q6588584"}, {"start": 38, "end": 42, "valid": false, "qid": "Q10387877"}, {"start": 38, "end": 42, "valid": false, "qid": "Q6156282"}, {"start": 38, "end": 42, "valid": false, "qid": "Q11252030"}, {"start": 44, "end": 56, "valid": true, "qid": "Q496050"}, {"start": 44, "end": 56, "valid": false, "qid": "Q31898015"}, {"start": 58, "end": 65, "valid": true, "qid": "Q183"}, {"start": 58, "end": 65, "valid": false, "qid": "Q7318"}, {"start": 58, "end": 65, "valid": false, "qid": "Q41304"}, {"start": 58, "end": 65, "valid": false, "qid": "Q1350565"}, {"start": 58, "end": 65, "valid": false, "qid": "Q2129498"}]
10.1039/b105327m	Laboratoire de Chimie de Coordination du CNRS, UPR 8241, 205 Route de Narbonne, 31077 Toulouse cedex 4, France	[{"start": 41, "end": 45, "valid": true, "qid": "Q280413"}, {"start": 41, "end": 45, "valid": false, "qid": "Q30284428"}, {"start": 47, "end": 50, "valid": false, "qid": "Q7030472"}, {"start": 47, "end": 50, "valid": false, "qid": "Q7886463"}, {"start": 47, "end": 50, "valid": false, "qid": "Q2781233"}, {"start": 70, "end": 78, "valid": true, "qid": "Q6555"}, {"start": 70, "end": 78, "valid": false, "qid": "Q701903"}, {"start": 86, "end": 94, "valid": true, "qid": "Q7880"}, {"start": 86, "end": 94, "valid": false, "qid": "Q702642"}, {"start": 86, "end": 94, "valid": false, "qid": "Q19518"}, {"start": 86, "end": 94, "valid": false, "qid": "Q1334322"}, {"start": 95, "end": 100, "valid": false, "qid": "Q20240946"}, {"start": 104, "end": 110, "valid": true, "qid": "Q142"}, {"start": 104, "end": 110, "valid": false, "qid": "Q70972"}, {"start": 104, "end": 110, "valid": false, "qid": "Q168466"}, {"start": 104, "end": 110, "valid": false, "qid": "Q5478259"}, {"start": 104, "end": 110, "valid": false, "qid": "Q2084927"}]
10.2478/v10026-012-0056-7	Mechanical Engineering Department, Eastern Mediterranean University, Famagusta, via Mersin 10, Turkey	[{"start": 35, "end": 67, "valid": true, "qid": "Q2035790"}, {"start": 69, "end": 78, "valid": true, "qid": "Q193190"}, {"start": 69, "end": 78, "valid": false, "qid": "Q59148"}, {"start": 69, "end": 78, "valid": false, "qid": "Q1395075"}, {"start": 80, "end": 83, "valid": false, "qid": "Q458715"}, {"start": 80, "end": 83, "valid": false, "qid": "Q1332822"}, {"start": 80, "end": 83, "valid": false, "qid": "Q10714870"}, {"start": 80, "end": 83, "valid": false, "qid": "Q18445578"}, {"start": 80, "end": 83, "valid": false, "qid": "Q18507088"}, {"start": 84, "end": 90, "valid": false, "qid": "Q132637"}, {"start": 84, "end": 90, "valid": false, "qid": "Q134291"}, {"start": 84, "end": 90, "valid": false, "qid": "Q6820600"}, {"start": 84, "end": 90, "valid": false, "qid": "Q6585676"}, {"start": 84, "end": 90, "valid": false, "qid": "Q26743121"}, {"start": 95, "end": 101, "valid": true, "qid": "Q43"}, {"start": 95, "end": 101, "valid": false, "qid": "Q975535"}, {"start": 95, "end": 101, "valid": false, "qid": "Q7855035"}, {"start": 95, "end": 101, "valid": false, "qid": "Q7855036"}, {"start": 95, "end": 101, "valid": false, "qid": "Q2024092"}]
10.1108/14636690310473863	Rohan Samarajiva, LIRNE.NET, is Visiting Professor, Economics of Infrastructures, Delft University of Technology and Programme Leader, Public Interest Programme Unit, Ministry of Economic Reform, Sri Lanka.	[{"start": 0, "end": 5, "valid": false, "qid": "Q388104"}, {"start": 0, "end": 5, "valid": false, "qid": "Q128962"}, {"start": 0, "end": 5, "valid": false, "qid": "Q4395376"}, {"start": 0, "end": 5, "valid": false, "qid": "Q29498959"}, {"start": 0, "end": 5, "valid": false, "qid": "Q17025822"}, {"start": 82, "end": 112, "valid": true, "qid": "Q752663"}, {"start": 113, "end": 116, "valid": false, "qid": "Q5456"}, {"start": 113, "end": 116, "valid": false, "qid": "Q11184652"}, {"start": 113, "end": 116, "valid": false, "qid": "Q4754160"}, {"start": 113, "end": 116, "valid": false, "qid": "Q570479"}, {"start": 113, "end": 116, "valid": false, "qid": "Q20982187"}, {"start": 117, "end": 126, "valid": false, "qid": "Q3406946"}, {"start": 127, "end": 133, "valid": false, "qid": "Q1915145"}, {"start": 127, "end": 133, "valid": false, "qid": "Q1718759"}, {"start": 127, "end": 133, "valid": false, "qid": "Q6508478"}, {"start": 127, "end": 133, "valid": false, "qid": "Q6508472"}, {"start": 127, "end": 133, "valid": false, "qid": "Q1810458"}, {"start": 135, "end": 141, "valid": false, "qid": "Q11329283"}, {"start": 135, "end": 141, "valid": false, "qid": "Q7257279"}, {"start": 135, "end": 141, "valid": false, "qid": "Q7758681"}, {"start": 151, "end": 160, "valid": false, "qid": "Q3406946"}, {"start": 161, "end": 165, "valid": false, "qid": "Q6588584"}, {"start": 161, "end": 165, "valid": false, "qid": "Q10387877"}, {"start": 161, "end": 165, "valid": false, "qid": "Q6156282"}, {"start": 161, "end": 165, "valid": false, "qid": "Q11252030"}, {"start": 167, "end": 175, "valid": false, "qid": "Q425772"}, {"start": 179, "end": 187, "valid": false, "qid": "Q3177360"}, {"start": 188, "end": 194, "valid": false, "qid": "Q79522"}, {"start": 188, "end": 194, "valid": false, "qid": "Q2136749"}, {"start": 188, "end": 194, "valid": false, "qid": "Q7307381"}, {"start": 188, "end": 194, "valid": false, "qid": "Q2552344"}, {"start": 188, "end": 194, "valid": false, "qid": "Q3370187"}, {"start": 196, "end": 205, "valid": true, "qid": "Q854"}, {"start": 196, "end": 205, "valid": false, "qid": "Q478339"}, {"start": 196, "end": 205, "valid": false, "qid": "Q27441447"}]
10.1108/09576060110361519	University of Auckland, Auckland, New Zealand	[{"start": 0, "end": 22, "valid": true, "qid": "Q492467"}, {"start": 24, "end": 32, "valid": true, "qid": "Q37100"}, {"start": 24, "end": 32, "valid": false, "qid": "Q726917"}, {"start": 24, "end": 32, "valid": false, "qid": "Q758634"}, {"start": 24, "end": 32, "valid": false, "qid": "Q758661"}, {"start": 24, "end": 32, "valid": false, "qid": "Q13581438"}, {"start": 34, "end": 45, "valid": true, "qid": "Q664"}, {"start": 34, "end": 45, "valid": false, "qid": "Q6922398"}]
10.1017/S0959259810000134	Institute of Molecular and Cell Biology, University of Tartu, Estonia	[{"start": 0, "end": 39, "valid": false, "qid": "Q16999819"}, {"start": 41, "end": 60, "valid": true, "qid": "Q204181"}, {"start": 62, "end": 69, "valid": true, "qid": "Q191"}, {"start": 62, "end": 69, "valid": false, "qid": "Q186914"}, {"start": 62, "end": 69, "valid": false, "qid": "Q5401432"}, {"start": 62, "end": 69, "valid": false, "qid": "Q583997"}, {"start": 62, "end": 69, "valid": false, "qid": "Q1286592"}]
